,index,age,Emp_Tenure_Years,Tenure_with_Bank,region_code,NetBanking_Flag,Avg_days_between_transaction,cc_cons_apr,dc_cons_apr,cc_cons_may,dc_cons_may,cc_cons_jun,dc_cons_jun,cc_count_apr,cc_count_may,cc_count_jun,dc_count_apr,dc_count_may,dc_count_jun,card_lim,personal_loan_active,vehicle_loan_active,personal_loan_closed,vehicle_loan_closed,investment_1,investment_2,investment_3,investment_4,debit_amount_apr,credit_amount_apr,debit_count_apr,credit_count_apr,max_credit_amount_apr,debit_amount_may,credit_amount_may,credit_count_may,debit_count_may,max_credit_amount_may,debit_amount_jun,credit_amount_jun,credit_count_jun,debit_count_jun,max_credit_amount_jun,emi_active,account_type_saving,gender_M,Income_LOW,Income_MEDIUM,pred_cc_cons
338,15338,38.0,10.8,10,249.0,1,6.0,11622.02,1360.77,16694.0,3496.73,20132.245,1955.52,17.0,5.0,30.0,25.0,3.0,1,102000.0,1,1,1.0,1,4088.71,234459.4,4699.0,0.0,71441.43,14111.0,42.0,36.0,17477.0,28633.0,40516.99,30.0,6.0,30357.0,82746.82,90774.2,12,32.0,21000.0,513.57,0,1,0,1,175154.25
339,15339,64.0,35.2,9,385.0,0,9.0,16099.45,146.97,13737.29,2684.0,48036.0,5386.0,4.0,23.0,4.0,48.0,4.0,4,489000.0,1,1,1.0,1,41883.6,267421.4,50000.0,844.0,139814.59,97647.0,8.0,5.0,12920.0,25606.64,30888.37,1.0,40.0,96358.0,17810.1,43269.0,40,73.0,29438.0,2293.31,0,1,0,1,115435.75
340,15340,37.0,15.3,5,700.0,1,5.0,5159.85,6345.0,122756.08819999857,1087.39,4167.0,2324.0,531.0,4.0,4.0,2.0,1.0,98,147000.0,1,1,1.0,1,5809950.0,155000.0,43798.0,2500.0,13016.0,80080.0,11.0,3.0,14310.0,33053.13,176198.0,3.0,81.0,96766.0,24167.5,349670.0,21,24.0,63749.0,27647.15,1,1,0,1,152713.08333333334
341,15341,38.0,1.8,2,708.0,0,3.0,55352.71,4978.0,7427.37,4337.6,4630.605,3487.61,4.0,36.0,46.0,1.0,1.0,4,406000.0,1,1,1.0,1,331.2,65174.0,13873.0,-6301.0,201004.76,26846.0,91.0,2.0,33453.0,93696.83,9709.0,43.0,12.0,44059.0,44701.3,100824.76,43,73.0,37201.0,2283.68,0,0,1,0,195665.87916666665
342,15342,32.0,10.8,2,370.0,1,4.0,2432.1,615.0,13293.87,561.0,3439.26,13271.0,19.0,32.0,19.0,2.0,27.0,70,524000.0,1,1,1.0,1,20747.5,917881.54,3792.0,0.0,97112.0,35220.0,6.0,7.0,39678.0,269716.0,14400.33,9.0,5.0,32847.26,22616.5,436.0,21,58.0,5309.0,657.11,0,1,0,1,162791.83333333334
343,15343,28.0,0.9,3,454.0,1,14.0,10219.21,4857.0,12716.0,2767.93,9028.365,5124.0,43.0,11.0,30.0,4.0,55.0,11,282000.0,1,1,1.0,1,15079.5,91747.0,8333.0,1500.0,497648.8248000015,44901.0,90.0,4.0,99318.0,15644.46,120710.0,70.0,11.0,38019.22,265154.13,119009.0,9,32.0,64110.0,422.1,0,1,1,0,143230.5
344,15344,120.0,30.0,5,883.0,0,10.0,6280.0,17273.26,5942.95,2392.0,8633.015,9091.02,44.0,7.0,60.0,2.0,56.0,79,199999.0,1,1,1.0,1,28482.5,106398.0,1255.0,5464.0,169801.36,130707.0,27.0,19.0,96641.0,24332.92,27332.81,0.0,2.0,129732.0,36035.5,20276.0,3,49.0,16243.0,643.27,0,1,0,1,137711.5
345,15345,29.0,2.7,9,725.0,1,7.0,40362.0,510.28,9728.0,4037.5,14846.89,3613.85,6.0,20.0,50.0,4.0,37.0,80,520000.0,1,1,1.0,1,6440.0,189246.0,130000.0,1079.0,69875.63,3633.21,91.0,4.0,34052.0,115167.75,33415.62,5.0,78.0,19096.0,184013.5,32532.5,11,14.0,51300.0,161.98,1,0,0,1,184293.9625
346,15346,34.0,5.6000000000000005,10,269.0,0,6.0,22831.19,12081.04,4881.0,1391.0,3969.5,2297.45,3.0,83.0,35.0,1.0,1.0,11,147000.0,1,1,1.0,1,42460.6091,118856.1,8060.0,3735.0,1286.85,30141.0,5.0,36.0,507.0,90172.9,118631.0,50.0,5.0,25973.0,72484.62,120637.0,4,0.0,199581.0,6651.73,0,1,1,0,215400.12916666665
347,15347,27.0,6.300000000000001,1,743.0,1,18.0,16524.82,5693.23,15053.35,494.0,1229.0,462.0,24.0,1.0,85.0,15.0,1.0,80,338000.0,1,1,1.0,1,10006.2,500358.79,49975.0,6613.0,78892.73,31172.2,16.0,19.0,63525.0,77942.0,28349.26,2.0,31.0,39628.0,166246.03,125066.0,13,103.0,54350.0,3892.22,0,1,1,0,151109.33333333334
348,15348,47.0,2.7,9,882.0,0,15.0,4294.0,17425.0,2063.08,1217.0,17263.0,1822.0,44.0,4.0,50.0,18.0,1.0,26,138000.0,1,1,1.0,1,60050.0,118983.0,2156.0,20513.0,96159.76,83241.95,89.0,43.0,71368.0,36435.75,32866.0,2.0,78.0,70637.0,33747.0,22848.0,21,1.0,18200.0,3293.58,0,1,1,0,97123.66666666667
349,15349,28.0,4.800000000000001,9,296.0,1,14.0,10600.89,5757.0,32139.0,1088.0,4938.09,7458.82,10.0,99.0,35.0,24.0,27.0,6,249000.0,1,1,1.0,1,6100.0,46500.0,3975.0,5730.0,28469.51,339712.9,32.0,19.0,26367.0,42321.23,68032.0,4.0,75.0,30754.0,203649.5,180189.58,2,0.0,26095.0,9978.26,0,1,1,0,157748.66666666666
350,15350,37.0,3.4000000000000004,1,535.0,0,13.0,24556.0,4004.76,3341.09,3748.5,2392.0,1611.5,24.0,13.0,82.0,5.0,5.0,1,16000.0,1,1,1.0,1,204585.76,157624.24,25524.0,-6885.0,62010.52,20400.0,42.0,3.0,33879.0,50321.38,56265.5,4.0,81.0,60350.0,119366.16,72191.0,7,63.0,53208.0,27929.24,0,1,0,1,185566.59166666667
351,15351,28.0,0.9,9,867.0,0,7.0,19997.86,5726.0,5441.97,2767.93,8996.435,5227.0,5.0,17.0,13.0,60.0,38.0,80,59000.0,1,1,1.0,1,684495.7,190887.4,925.0,3897.0,39469.25,54693.0,62.0,5.0,69386.0,33528.45,9597.0,9.0,17.0,16575.07,104309.4,26713.0,19,18.0,12113.0,833.43,1,1,0,1,184030.7958333333
352,15352,35.0,13.5,2,805.0,1,20.0,21633.05,2267.04,1607.625,5107.0,16148.83,17219.0,17.0,34.0,35.0,8.0,9.0,1,136000.0,1,1,1.0,1,1424.5,185097.6,5540.0,1992.0,44493.0,14201.0,4.0,13.0,56523.0,16793.66,56595.0,8.0,108.0,50050.0,16704.59,190771.0,47,10.0,27395.0,7022.83,0,1,1,0,149931.25
353,15353,33.0,3.9000000000000004,5,713.0,1,10.0,22517.87,5883.1,1529.0,1599.0,3401.0,1231.5,100.0,4.0,7.0,8.0,7.0,80,170000.0,1,1,1.0,1,11878.6,138732.3,13873.0,12415.0,172571.89,28910.0,23.0,35.0,25765.0,7360.75,53026.0,17.0,63.0,38295.0,87207.03,140120.0,6,1.0,66943.0,23857.24,0,0,0,1,124951.54583333334
354,15354,66.0,27.6,2,354.0,1,7.0,6378.58,1606.0,122756.08819999857,173.0,6899.0,6041.0,4.0,46.0,59.0,18.0,1.0,79,423000.0,1,1,1.0,1,10535967.5,245000.0,3975.0,12415.0,35975.06,18850.5,46.0,1.0,24366.0,34018.83,22948.0,43.0,8.0,25643.0,20089.89,33437.0,10,21.0,73492.0,4249.56,0,1,0,1,170591.66666666666
355,15355,66.0,32.2,3,887.0,0,4.0,1646.34,6382.41,14892.0,19620.0,12363.77,11734.35,26.0,3.0,9.0,22.0,11.0,34,378000.0,1,1,1.0,1,13849.4,119451.0,583.0,8362.0,300931.63,30127.0,15.0,5.0,1049.0,102269.97,21427.36,5.0,70.0,735.0,9683.09,62288.0,12,80.0,17398.0,2985.75,1,1,0,1,150733.58333333334
356,15356,60.0,24.0,3,801.0,1,13.0,8203.28,1058.28,519.0,1897.0,18612.0,2216.0,100.0,77.0,50.0,62.0,14.0,25,371000.0,1,1,1.0,1,1235.85,118983.0,643.0,1079.0,62740.75,41176.0,147.0,28.0,17803.0,66751.96,41022.0,4.0,7.0,43176.0,37221.33,33980.0,2,12.0,148304.0,3683.82,0,1,0,1,151709.16666666666
357,15357,35.0,7.5,5,863.0,0,15.0,3417.66,299.0,5621.41,6176.52,2010.67,7973.0,44.0,81.0,10.0,48.0,1.0,75,595000.0,1,1,1.0,1,10006.2,187788.1,583.0,0.0,70016.69,60264.92,11.0,2.0,25346.0,12126.17,407045.0,31.0,2.0,69243.0,1325.0,33199.5,2,63.0,25650.0,6127.45,0,1,0,1,156557.66666666666
358,15358,37.0,11.9,5,505.0,1,14.0,8344.23,2132.0,774.48,571.44,2647.51,6309.67,66.0,3.0,64.0,10.0,5.0,67,400000.0,1,1,1.0,1,1360.0,80489.0,15756.0,6916.0,19244.3,43644.0,22.0,26.0,3112.0,163331.25,48068.0,3.0,29.0,183109.0,20295.2,1442.0,21,24.0,131989.0,15503.23,0,1,0,1,154222.5
359,15359,40.0,6.0,7,867.0,0,3.0,15768.0,1684.96,6236.56,1876.5,51162.53,4777.0,5.0,3.0,50.0,22.0,15.0,64,483000.0,1,1,1.0,1,47.45,446457.0,22000.0,-5439.0,6091.25,43132.92,11.0,4.0,25379.0,67996.25,36651.0,6.0,4.0,25227.0,219329.28,55364.0,39,52.0,26095.0,1186.64,0,1,0,1,217277.5
360,15360,32.0,4.800000000000001,7,683.0,1,16.0,5387.0,37365.92,17818.89,3455.04,13663.5,10377.0,92.0,10.0,50.0,48.0,1.0,44,352000.0,1,1,1.0,1,39851.93,191000.0,5797.0,5439.0,23752.0,124156.0,77.0,6.0,19265.0,30588.78,58229.0,1.0,1.0,16951.2,28018.86,25472.0,8,68.0,16002.0,4653.26,0,1,0,1,164818.4625
361,15361,38.0,3.6,4,468.0,1,16.0,916.28,1377.0,1216.86,3346.0,2223.0,1581.0,67.0,31.0,46.0,2.0,17.0,3,256000.0,1,1,1.0,1,272677.25,180000.0,15756.0,8723.0,16252.7,198780.0,46.0,0.0,48608.0,4233.99,60801.0,6.0,5.0,81000.0,278997.73,125967.0,47,18.0,87162.0,9921.56,0,1,0,0,97790.87916666667
362,15362,35.0,1.5,6,700.0,1,19.0,1702.84,1446.0,6169.0,484.22,5984.75,25239.0,1.0,61.0,7.0,8.0,8.0,6,98000.0,1,1,1.0,1,417.0,142608.5,50000.0,12299.0,30848.25,24143.0,1.0,31.0,26612.0,89079.69,92860.0,1.0,108.0,21600.0,590092.14,323004.0,12,110.0,26331.0,7192.79,0,0,0,1,176333.7958333333
363,15363,47.0,18.900000000000002,6,887.0,1,14.0,5674.23,6138.55,27008.0,3506.0,2287.0,814.0,44.0,4.0,5.0,20.0,4.0,16,293000.0,1,1,1.0,1,229435.05,143000.0,16114.0,-3625.0,31891.59,20342.19,16.0,13.0,36776.0,7194.96,88598.0,2.0,5.0,20031.0,39634.81,130890.89,36,12.0,22533.0,14717.84,0,0,0,1,204390.0
364,15364,60.0,4.0,3,626.0,0,15.0,893.5,3079.55,697.0,1707.04,689.5,3787.0,7.0,8.0,4.0,48.0,56.0,34,28000.0,1,1,1.0,1,16250.2,201663.0,2158.0,1332.0,26913.25,3712.0,41.0,1.0,19915.0,333756.62,38311.08,5.0,18.0,10697.73,20309.64,77494.0,4,32.0,68116.0,12404.35,0,1,1,0,170429.83333333334
365,15365,40.0,14.0,3,454.0,1,8.0,44249.2,7673.34,5992.45,13972.3,14298.75,4005.0,56.0,85.0,1.0,3.0,25.0,79,395000.0,1,1,1.0,1,8556.25,134890.0,13873.0,6441.0,41127.1,48172.0,42.0,2.0,65382.0,31321.4,26597.0,2.0,6.0,31687.0,30680.92,12695.0,2,42.0,75000.0,482.96,0,1,1,0,174950.16666666666
366,15366,47.0,21.6,4,723.0,0,16.0,22420.12,10675.26,813.0,4261.49,17365.87,1724.0,531.0,128.0,49.0,7.0,51.0,56,579000.0,1,1,1.0,1,28844.0,5729.0,90525.0,-3506.17993,36328.2,194548.0,18.0,3.0,34702.0,61480.05,33840.61,24.0,81.0,61115.0,6729.23,15622.0,21,18.0,26102.0,5056.54,0,1,0,1,211610.16666666666
367,15367,53.0,13.200000000000001,6,968.0,0,14.0,2104.0,25575.0,43982.93,64615.36,1220.27,8056.0,44.0,8.0,10.0,21.0,3.0,98,147000.0,1,1,1.0,1,33784.35,446457.0,2644.0,8572.0,60335.89,253388.0,79.0,1.0,41718.0,18095.54,129671.0,3.0,25.0,37782.0,131680.0,27782.0,47,7.0,43220.0,2451.64,0,1,0,1,177376.62916666665
368,15368,49.0,5.800000000000001,7,683.0,0,19.0,7380.49,8985.2,48294.09,518.0,8142.22,758.0,4.0,16.0,84.0,1.0,38.0,67,505000.0,1,1,1.0,1,158135.2,15300.0,583.0,5730.0,31561.75,25904.0,87.0,2.0,32282.0,19946.66,127141.0,5.0,13.0,118219.0,1060.6000000000001,141030.0,4,75.0,18555.0,1733.28,0,1,0,1,121223.16583333333
369,15369,27.0,4.0,6,658.0,1,10.0,18538.0,5721.83,8769.39,3875.0,2748.0,1721.0,12.0,26.0,5.0,52.0,14.0,4,170000.0,1,1,1.0,1,102.95,105000.0,48500.0,5773.0,74474.93,46259.0,2.0,4.0,48427.0,49388.0,32069.0,2.0,7.0,14580.9,49169.55,298.0,117,50.0,57951.0,2090.17,0,0,0,1,172957.12916666668
370,15370,32.0,6.0,9,595.0,0,18.0,19810.72,758.42,4050.0,1847.0,5995.075,2732.0,2.0,1.0,10.0,3.0,3.0,3,272000.0,1,1,1.0,1,154363.25,10701.0,938.0,1079.0,76700.25,57701.0,3.0,2.0,24552.0,37124.0,36315.0,7.0,20.0,155168.0,25794.75,14387.2,42,49.0,11646.0,8443.85,1,1,0,1,135858.75
371,15371,53.0,6.6000000000000005,3,801.0,1,16.0,2026.02,8087.0,2761.14,3543.61,39806.0,9289.55,8.0,18.0,3.0,1.0,25.0,2,147000.0,1,1,1.0,1,825.0,409168.15,20000.0,0.0,128768.25,67534.5,11.0,0.0,35267.0,109249.09,43662.0,3.0,171.0,11775.0,41759.0,165094.0,4,1.0,26117.0,707.37,1,1,0,1,171119.33333333334
372,15372,36.0,14.4,6,966.0,1,16.0,17665.0,1608.0,1636.5,5338.0,2942.0,2150.0,10.0,3.0,19.0,48.0,26.0,14,164000.0,1,1,1.0,1,245964.0,446457.0,2156.0,3735.0,67379.98,23092.0,42.0,26.0,55412.0,20007.47,44035.0,2.0,78.0,33717.0,40169.02,35948.0,41,58.0,35788.26,4155.68,0,0,0,1,190569.16666666666
373,15373,30.0,9.0,6,566.0,1,8.0,5159.85,6838.59,42009.0,1927.92,3039.0,559.0,28.0,47.0,18.0,10.0,4.0,1,47000.0,1,1,1.0,1,41070.0,11772.76,25524.0,1500.0,189.0,95417.0,24.0,1.0,43993.0,15331.8,52004.56,4.0,8.0,47590.0,37088.49,10047.0,18,83.0,65702.0,2803.85,0,1,0,1,187647.33333333334
374,15374,37.0,17.0,7,511.0,1,14.0,2777.13,2466.0,101013.43,364.0,4902.42,1198.0,2.0,32.0,11.0,22.0,2.0,1,27000.0,1,1,1.0,1,60800.0,536874.6,927.0,12415.0,79855.84,113133.23,4.0,25.0,22940.0,73307.45,196798.0,6.0,1.0,62621.0,29883.0,19888.0,47,10.0,14476.0,591.04,0,1,1,0,149058.33333333334
375,15375,37.0,13.600000000000001,2,261.0,1,14.0,98384.47,1844.0,550.64,20513.0,4169.5,2158.0,17.0,4.0,82.0,57.0,31.0,1,313000.0,1,1,1.0,1,111.0,50000.0,1727.0,-5439.0,26545.82,16837.0,23.0,7.0,137226.55,96942.78,15373.8,1.0,82.0,257899.0,57784.44,41186.42,117,3.0,92888.0,66839.75,0,1,1,0,169533.75
376,15376,66.0,27.6,6,858.0,0,18.0,5239.5,1060.36,24627.0,1244.0,2108.0,10860.14,16.0,38.0,48.0,1.0,2.0,70,245000.0,1,1,1.0,1,5324.49,680956.4,36114.0,0.0,111479.75,68462.4,63.0,0.0,30649.0,38153.75,384.75,4.0,5.0,78603.0,52805.0,1676.0,7,12.0,117741.0,2489.98,0,1,0,1,233016.62916666665
377,15377,34.0,12.600000000000001,2,823.0,0,7.0,19369.92,4150.86,17892.36,70242.82630000074,988.0,772.82,10.0,1.0,67.0,3.0,2.0,6,47000.0,1,1,1.0,1,384550.05,152.87,29542.0,5730.0,90878.33,34873.0,2.0,14.0,78627.0,86260.88,50427.05,5.0,25.0,71616.0,25679.61,359665.0,47,83.0,79174.0,88797.52,0,1,0,1,143154.0
378,15378,49.0,11.600000000000001,8,684.0,1,17.0,5953.23,9388.0,36502.42,13561.0,986.4,3035.65,63.0,13.0,3.0,1.0,25.0,2,296000.0,1,1,1.0,1,140291.6,33668.0,155205.0,2351.0,235.0,34447.0,16.0,5.0,22033.0,250229.9,12449.0,6.0,20.0,70269.0,46390.39,15566.0,8,79.0,6294.0,1293.99,1,1,0,1,133527.58333333334
379,15379,35.0,7.5,7,385.0,0,4.0,3126.0,60095.0,2071.0,2073.0,11355.3,4086.52,8.0,71.0,35.0,44.0,1.0,62,47000.0,1,1,1.0,1,19265.4,35000.0,13533.0,0.0,139822.61,158212.0,42.0,3.0,18164.0,3416.0,41886.0,5.0,11.0,261724.0,34355.91,71881.0,19,65.0,16301.0,3879.42,0,0,1,0,127394.08333333333
380,15380,35.0,12.0,4,809.0,0,3.0,8683.49,735.49,7064.31,461.0,3029.0,1498.42,5.0,13.0,87.0,2.0,2.0,12,301000.0,1,1,1.0,1,76122.87,63000.0,30000.0,6885.0,12602.69,459.0,67.0,3.0,36002.0,207825.0,146576.0,1.0,1.0,99075.0,50011.0,37989.33,19,32.0,795.0,1396.96,0,1,0,0,149618.75
381,15381,34.0,2.8000000000000003,10,269.0,1,10.0,3995.03,33232.88,16409.5,152.0891,1213.5,3877.52,1.0,65.0,10.0,3.0,2.0,1,233000.0,1,1,1.0,1,21511.8,117890.0,5797.0,12965.0,87510.19,27828.0,147.0,1.0,24556.0,94006.86,105215.57,3.0,11.0,12448.0,16633.28,30066.0,16,7.0,63288.0,5232.19,0,1,0,1,175038.4625
382,15382,58.0,30.400000000000002,6,855.0,0,5.0,12585.11,6138.55,5296.5,295.0,6257.0,546.0,5.0,6.0,74.0,2.0,2.0,13,199999.0,1,1,1.0,1,10006.2,39833.19,50000.0,-6281.37987999999,8367.26,22056.0,32.0,36.0,37763.0,109904.72,29550.0,3.0,12.0,2350.0,36980.45,59014.75,14,32.0,16292.0,3530.18,0,1,0,1,182806.91666666666
383,15383,64.0,35.2,3,658.0,1,4.0,8385.0,9067.0,802.88,18665.23,430.0,13004.6,5.0,4.0,110.0,3.0,5.0,4,199000.0,1,1,1.0,1,39851.93,77000.0,3792.0,0.0,51380.91,17230.0,8.0,3.0,106446.0,15728.0,82558.0,2.0,171.0,1644.59,45713.55,85245.0,117,9.0,19633.0,468.49,0,1,1,0,168723.41666666666
384,15384,32.0,8.4,7,299.0,0,8.0,41873.0,4096.0,9064.51,2089.73,9210.405,1029.0,66.0,1.0,5.0,57.0,21.0,2,378000.0,1,1,1.0,1,47.45,674291.83,33950.0,6885.0,26338.18,80006.02,18.0,1.0,20974.0,30013.03,32361.0,5.0,20.0,19815.0,394689.4,22486.0,18,106.0,117563.0,4553.29,0,0,1,0,163906.54583333334
385,15385,32.0,1.2000000000000002,6,508.0,0,14.0,11151.92,441.0,6882.0,819.0,7158.25,432.0,4.0,1.0,50.0,62.0,3.0,80,39000.0,1,1,1.0,1,10535967.5,8407.46,18389.0,2921.0,35399.57,68327.73,55.0,4.0,27784.0,79864.5,18255.0,1.0,20.0,24571.0,208110.4,45479.4,12,12.0,81936.44,82117.01,0,1,0,1,149849.5
386,15386,60.0,24.0,3,799.0,1,14.0,57105.44,285.0,13324.13,48626.0,4216.5,700.0,26.0,85.0,44.0,2.0,20.0,37,75000.0,1,1,1.0,1,13659.0,6773.96,300500.0,12965.0,20036.32,82026.0,12.0,3.0,13364.0,34173.94,27883.0,31.0,29.0,61498.26,63933.95,53010.0,6,65.0,36482.0,11883.49,1,1,0,1,161562.58333333334
387,15387,35.0,13.5,4,536.0,0,16.0,129317.0,362.0,2479.19,1524.6,6233.85,811.0,531.0,3.0,72.0,4.0,21.0,11,466000.0,1,1,1.0,1,97043.6,184514.0,4198.0,10210.0,14319.58,42981.0,11.0,2.0,24439.0,40994.5,47770.0,5.0,70.0,22236.0,59830.5,50297.0,117,106.0,15025.0,5069.27,0,0,0,1,170839.62916666668
388,15388,64.0,4.4,1,519.0,1,9.0,129317.0,6170.82,19514.97,9710.32,754.0,737.0,531.0,2.0,47.0,57.0,9.0,56,524000.0,1,1,1.0,1,136000.0,42723.0,1727.0,167.0,152005.74,70921.0,55.0,2.0,25966.0,27269.14,76919.0,9.0,50.0,33184.0,89847.25,13329.0,3,12.0,28617.0,2914.88,0,1,0,1,187469.4625
389,15389,44.0,19.200000000000003,1,626.0,1,7.0,97692.57,321.23,53543.08,10595.75,16940.535,3765.8,531.0,30.0,71.0,1.0,12.0,42,83000.0,1,1,1.0,1,16250.2,25404.0,6100.0,-5942.0,32053.13,46136.36,6.0,4.0,31593.0,86609.0,18862.73,2.0,5.0,385963.0,110196.06,7282.0,3,0.0,171.0,6062.85,0,0,0,0,169192.66666666666
390,15390,30.0,1.0,3,855.0,1,11.0,5560.5,14521.33,838.05,4774.5,5843.0,2938.0,7.0,10.0,6.0,24.0,3.0,25,390000.0,1,1,1.0,1,272677.25,88482.8,73217.0,-12179.0,27704.07,28676.0,9.0,1.0,35711.0,116939.2,46933.5,17.0,25.0,119.37,18578.0,21752.0,3,18.0,31498.0,184.59,0,1,0,1,174027.29583333334
391,15391,44.0,14.4,2,801.0,1,11.0,36337.33,10527.25,29239.46,14548.0,7034.0,4086.52,9.0,15.0,50.0,48.0,46.0,26,505000.0,1,1,1.0,1,3247.5,51531.0,1374.0,3897.0,151138.82,38660.49,5.0,17.0,27704.0,14983.45,16500.0,12.0,108.0,25902.0,38391.67,24750.0,4,20.0,17399.0,36788.75,0,1,0,1,146969.08333333334
392,15392,33.0,13.0,8,249.0,1,3.0,9093.0,2791.0,3549.28,70242.82630000074,2381.0,1821.0,6.0,7.0,3.0,10.0,2.0,81,381000.0,1,1,1.0,1,3101.3,992890.32,183999.0,1500.0,14881.72,32896.0,41.0,1.0,8679.0,16998.97,19566.0,70.0,28.0,165407.0,60221.74,100677.0,1,25.0,53589.0,5908.78,0,1,1,0,126771.5
393,15393,27.0,1.4000000000000001,1,485.0,1,14.0,18889.2,7177.5,3407.3,13703.74,9397.25,1344.0,4.0,10.0,50.0,1.0,14.0,6,408000.0,1,1,1.0,1,13180.0,18300.0,579.0,1992.0,39665.81,16807.0,11.0,2.0,34047.0,159276.73,24383.0,6.0,25.0,36959.0,27576.07,51527.0,14,3.0,28437.0,2147.37,1,1,1,0,138293.9625
394,15394,30.0,9.0,10,486.0,1,3.0,28365.32,20258.0,6449.8,421.0,6021.16,22433.79,531.0,6.0,67.0,2.0,1.0,4,373000.0,1,1,1.0,1,15079.5,674291.83,54101.0,1500.0,57845.49,24425.0,8.0,7.0,35673.0,65854.0,56037.0,8.0,29.0,27394.6,64341.88,26982.75,1,104.0,37883.16,3184.71,1,1,1,0,147377.16666666666
395,15395,38.0,14.4,5,863.0,0,5.0,13784.23,146.97,20646.0,12309.0,6736.0,8910.0,1.0,11.0,9.0,4.0,2.0,67,147000.0,1,1,1.0,1,13849.4,130000.0,891.0,0.0,39667.86,62004.0,77.0,9.0,17539.0,173863.66,7083.0,3.0,63.0,26460.0,16607.27,164853.0,9,50.0,14071.0,9505.85,0,0,0,1,189784.66666666666
396,15396,30.0,1.0,6,593.0,1,20.0,12589.98,6615.0,3859.0,1897.0,13486.5,8626.22,15.0,77.0,105.0,39.0,2.0,56,75000.0,1,1,1.0,1,4110.0,52985.43,583.0,-5998.43994,147922.25,76876.0,4.0,2.0,84411.0,18684.0,59097.0,0.0,6.0,25500.0,54913.12,36763.0,14,15.0,28786.0,28708.32,0,1,0,1,155381.54583333334
397,15397,37.0,17.0,5,836.0,1,9.0,6966.77,7221.0,6216.19,7260.5,2400.46,623.0,4.0,37.0,16.0,52.0,14.0,3,272000.0,1,1,1.0,1,328504.5,82907.34,505.0,-5439.0,377073.85,73207.0,2.0,2.0,10141.0,43385.0,224587.13,43.0,12.0,25997.0,54972.6,77015.0,8,67.0,1909.0,1867.28,0,1,1,0,186897.16666666666
398,15398,65.0,9.0,2,945.0,1,3.0,15596.91,60095.0,14417.51,1312.0,813.0,4565.27,44.0,23.0,85.0,3.0,7.0,5,533000.0,1,1,1.0,1,4552.0,79828.0,8333.0,-4324.0,37192.75,56976.07,12.0,36.0,48029.0,27199.39,285007.62,19.0,50.0,4968.0,287543.59,35309.0,2,50.0,43316.0,2221.74,0,1,1,0,207985.66666666666
399,15399,42.0,13.200000000000001,9,269.0,1,9.0,8096.08,10704.0,13985.52,295.0,11513.0,2683.35,6.0,61.0,135.0,60.0,15.0,5,358000.0,1,1,1.0,1,6440.0,15395.48,25000.0,0.0,68203.7,59201.37,11.0,36.0,40590.0,58662.38,49564.0,6.0,14.0,21184.0,80316.78,87432.0,3,38.0,6158.0,2348.08,0,1,0,0,137329.83333333334
400,15400,60.0,40.0,7,369.0,0,9.0,17054.61,7747.91,18352.0,7419.85,22828.0,553.0,12.0,1.0,84.0,60.0,1.0,1,400000.0,1,1,1.0,1,544500.0,189246.0,57899.0,2351.0,26836.31,10287.0,4.0,4.0,19414.3,61041.5,149390.0,1.0,4.0,142190.0,7756.55,34236.0,117,18.0,12645.0,10385.25,0,1,0,0,135741.99916666668
401,15401,33.0,1.3,3,516.0,1,18.0,4946.48,7370.02,5507.0,9508.7,902.52,3726.0,92.0,10.0,50.0,62.0,2.0,8,326250.0,1,1,1.0,1,140790.0,464261.6,11580.0,8362.0,9709.25,31268.01,4.0,30.0,90601.0,31239.28,145382.68,43.0,59.0,31323.0,286047.0,77435.0,58,35.0,160.0,1492.11,0,1,0,1,136917.87916666668
402,15402,29.0,2.7,9,700.0,1,7.0,7017.0,3017.0,9291.92,1149.84,3921.745,6843.0,7.0,3.0,35.0,4.0,14.0,37,100000.0,1,1,1.0,1,3638.25,96096.0,5981.0,5730.0,135736.32,57058.0,16.0,36.0,15367.0,42316.22,18249.5,3.0,81.0,25793.0,26634.86,68589.5,7,1.0,42847.0,9485.83,0,1,0,1,157929.62916666668
403,15403,44.0,16.8,7,858.0,1,10.0,18621.29,33522.0,1429.84,13594.0,72692.45,3378.0,531.0,6.0,11.0,5.0,1.0,1,143000.0,1,1,1.0,1,370776.0,17000.0,16004.0,3323.0,29267.1,205608.5,36.0,4.0,52082.0,59774.0,23573.0,2.0,8.0,39981.0,119667.45,19924.26,14,22.0,17125.0,6889.22,0,1,1,0,183509.16666666666
404,15404,58.0,26.6,10,908.0,1,17.0,3960.93,1766.77,2399.63,5519.0,11886.65,1172.0,100.0,10.0,5.0,5.0,3.0,7,371000.0,1,1,1.0,1,161704.0,223379.4,583.0,2500.0,35858.53,20331.0,72.0,4.0,58090.45,43195.36,78851.0,2.0,13.0,24897.0,1060.6000000000001,32331.0,9,83.0,62916.0,1239.2,1,1,0,1,157431.54583333334
405,15405,33.0,13.0,4,593.0,0,2.0,51383.96,39073.76,29818.58,17332.82,7880.0,910.0,53.0,2.0,47.0,3.0,2.0,7,186000.0,1,1,1.0,1,67833.35,110175.0,20887.0,-5942.0,9634.68,19799.0,63.0,4.0,52279.0,1198.9262,173281.38,2.0,69.0,560.0,28800.5,248755.0,19,12.0,2250.0,13769.33,1,1,0,1,165843.41666666666
